OTUID	T00C01	T00C02	T00C03	T00C04	T00C05	T00C06	T00C07	T00C08	T00C09	T00C10	T00C11	T00C12	T00C13	T00C14	T00C15	T00C16	T00C17	T00C18	T00C19	T00C20	T05M01	T05M02	T05M03	T05M04	T05M05	T05M06	T05M07	T05M08	T05M09	T05M10	T05M11	T05M12	T05M13	T05M14	T05M15	T05M16	T05M17	T05M18	T05M19	T05M20	T12M01	T12M02	T12M03	T12M04	T12M05	T12M06	T12M07	T12M08	T12M09	T12M10	T12M11	T12M12	T12M13	T12M14	T12M15	T12M16	T12M17	T12M18	T12M19	T12M20	T21M01	T21M02	T21M03	T21M04	T21M05	T21M06	T21M07	T21M08	T21M09	T21M10	T21M11	T21M12	T21M13	T21M14	T21M15	T21M16	T21M17	T21M18	T21M19	T21M20	T30M01	T30M02	T30M03	T30M04	T30M05	T30M06	T30M07	T30M08	T30M09	T30M10	T30M11	T30M12	T30M13	T30M14	T30M15	T30M16	T30M17	T30M18	T30M19	T30M20
OTU1126	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU113	0	1	0	0	0	1	1	0	2	3	0	1	0	1	2	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0
OTU1131	0	0	2	0	0	1	0	0	0	4	0	0	0	1	3	2	0	2	1	2	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1132	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1133	5	2	1	1	0	0	2	2	0	1	0	1	1	2	4	2	0	4	2	5	0	0	0	2	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	2	1	1	0	0	0	0	1	0	1	0	0	1	0	3	0	3	0	0	1	0	0	0	0	1	0	0	0	4	2	3	1	0	1	3	1	0	3	0	0	1	1	0	1	1	2	1	1	1	0	0	1	1	1	0	0	2	0
OTU1136	3	0	5	2	9	3	3	2	4	4	9	3	0	3	2	2	0	0	4	3	0	0	0	1	1	0	0	2	1	1	0	2	0	0	1	0	1	0	2	0	0	1	0	0	0	0	0	0	3	0	1	0	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	2	1	0	1	2	1	1	1	0	1	3	0	0	1	2	0	0	0	0	1	1	0	0	0	0	1	2	1	0	0	0
OTU1137	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	5	1
OTU114	1	0	2	2	3	1	1	0	0	2	0	3	1	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	1
OTU1145	2	1	1	0	3	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1147	0	0	0	0	1	0	0	0	0	1	0	3	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1156	5	1	2	0	5	1	2	4	1	4	1	8	0	0	2	1	2	1	3	3	0	0	1	2	2	1	0	1	0	1	0	1	1	0	1	3	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1164	1	0	1	2	0	1	1	0	1	2	2	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	2	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1166	2	0	2	1	2	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1170	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	1	0	0	0	0	0	1	0	0	2	0
OTU1176	0	0	1	0	1	1	3	0	0	0	1	0	0	4	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1
OTU118	0	1	0	0	0	0	1	1	1	1	0	3	0	3	3	0	0	2	0	3	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	3	2	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	2	0	1	2	1	0	0	0	1	0	0	0	2	0	1	1	1	1	2	0	0	0	0	1	0	2	0	0	3	0	1	0	1	0
OTU1181	0	2	4	0	1	1	0	1	2	2	5	3	1	5	1	4	1	0	1	4	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	1	1	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	3	0	0	1	1	0	0	1	0	0	0	1	2	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1
OTU1186	0	0	2	1	2	1	0	0	2	2	0	1	0	1	0	1	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	0
OTU1189	22	17	21	16	27	10	24	27	22	24	21	20	5	12	19	28	4	41	29	27	8	1	6	11	6	7	1	9	6	9	4	7	2	1	1	8	6	5	4	1	9	5	8	2	2	9	4	3	6	8	6	5	11	6	6	6	11	5	9	14	11	5	8	4	3	1	8	13	6	15	27	12	9	4	18	6	9	8	12	11	3	12	13	5	1	6	8	6	11	10	7	3	11	7	7	3	3	4	25	15
OTU1195	2	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1196	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	0	1	0	2	1	0	0	1	0	1	2	1	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1206	1	3	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1208	1	0	2	0	0	1	2	0	0	0	0	0	0	0	5	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	2	0	1	2	0	0	0	1	0	0	3	1	2	0	0	0	1	1	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1209	0	1	2	0	4	0	2	0	0	0	3	2	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1212	2	0	0	0	0	0	2	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1224	3	0	0	0	0	0	0	1	1	0	0	0	1	0	3	1	0	0	3	7	0	0	0	0	1	1	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1225	6	6	9	4	23	3	16	8	5	14	8	15	1	2	17	5	2	14	13	14	2	5	2	2	2	7	1	3	8	4	5	6	5	0	0	2	2	2	3	3	2	0	11	1	4	3	1	2	1	3	1	1	1	2	6	0	4	1	6	4	3	7	2	0	11	1	1	5	2	6	8	0	1	3	4	1	3	3	2	7	1	4	4	1	5	3	2	4	7	2	8	3	1	1	1	3	1	1	13	0
OTU1226	0	0	1	1	0	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1227	1	1	3	1	0	0	0	2	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	5	0	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU123	0	1	0	0	0	1	0	4	1	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	2	0	0	3	0	2	0	0	0	0	2	1	0	0	1	0	1	0	0	1	0	0	0	1	0	1	1	1	2	1	1
OTU1234	2	2	2	4	12	2	3	4	2	3	2	5	0	4	3	4	0	2	9	3	0	0	2	2	5	2	1	0	2	0	0	0	1	0	1	1	0	0	0	0	1	3	0	0	1	1	1	0	1	1	2	0	3	1	0	0	1	1	3	0	0	0	0	0	2	0	0	3	0	0	3	0	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1235	2	1	2	1	0	0	0	2	3	1	2	6	0	1	1	1	0	0	1	1	0	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	3	0	0	1	0	0	0	3	0	1	0	0	2	0	1	0	0	1	0	0	1	0	1	0	0	4	2	0	0	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0
OTU1239	3	0	1	0	1	0	3	0	3	5	3	2	0	1	1	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU124	0	0	1	0	0	2	0	2	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	1
OTU1240	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	0	0	2	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	3	0	1	0	0	2	0	0	0	0
OTU1242	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0
OTU1243	2	4	2	1	7	2	2	1	3	1	4	11	0	2	2	2	1	0	3	1	0	0	1	0	1	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0	2	0	0	0	1	1	0	1	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	2	2	1	0	0	0	1	2	0	1	0	0	1	0	1	0	2	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0
OTU1244	2	1	1	1	0	0	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1246	1	1	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1247	2	5	2	2	1	4	2	0	1	0	4	0	0	0	1	2	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	1	0	1	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	1	0	0	0	0	0	0	0	1
OTU1248	2	0	0	1	1	0	2	0	3	2	1	1	0	3	1	1	0	0	4	3	0	1	0	0	0	2	0	0	2	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	1	1	0	1	0	1	2	0	0	1	0	0	0	0	1	0	0	3	0	0	0	2	1	0	0	1	1	1	0	2	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	1	1
OTU1249	3	0	1	0	0	1	0	0	3	2	1	2	1	1	0	1	2	2	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1251	0	0	1	1	0	0	3	0	0	3	0	8	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1255	0	0	1	3	1	1	1	3	3	1	0	3	1	3	11	1	0	1	6	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1259	0	1	1	1	3	0	4	0	1	0	0	1	1	2	0	1	1	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	2	0	1	0	0	0	2	0	0	0
OTU126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1268	1	0	2	1	0	1	0	0	0	0	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1269	2	2	1	2	4	1	0	0	2	2	1	3	2	1	5	2	0	1	8	4	1	2	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	2	1
OTU127	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1271	3	1	0	0	0	0	2	0	0	0	1	2	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	1	2	2	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1272	2	0	0	0	1	1	2	2	4	0	0	2	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	2	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1273	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1276	3	1	1	1	0	0	1	2	2	2	2	2	0	0	2	1	0	2	1	3	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	3	2	0	0	1	0	1	1	0	1	0	0	0	3	0	1	0	0	1	0	2	0	0	2	1	0	2	0	1	0	1	1	1	0	0	0	1	0	0	2	2	0	0	1	1	1	0	1	0	0	0	1	0	1
OTU1278	0	0	0	0	0	0	0	3	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1280	9	15	9	12	21	13	12	14	15	10	9	10	3	12	22	17	5	18	16	27	1	5	6	2	6	12	3	1	4	6	4	2	1	0	2	6	3	4	2	2	6	13	8	2	5	1	1	5	2	4	2	2	5	5	9	6	4	0	3	11	5	0	5	0	3	0	5	7	7	9	17	5	6	7	8	4	4	4	3	3	3	1	14	5	5	7	4	5	5	5	6	3	1	4	4	5	7	4	11	4
OTU1281	1	1	3	1	0	0	1	1	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1282	2	1	3	5	1	3	2	2	0	5	5	4	0	2	8	7	0	3	11	9	1	0	1	3	0	1	0	0	3	2	0	1	0	1	0	3	0	3	2	4	0	3	1	0	3	0	1	0	1	2	1	1	0	3	1	1	5	4	4	4	1	0	1	0	8	0	1	2	3	4	5	3	3	2	5	2	0	1	1	1	0	1	9	4	0	1	1	1	5	2	0	1	0	2	2	2	1	2	2	4
OTU1283	4	0	1	2	2	0	1	0	0	1	1	1	1	2	3	0	0	4	2	0	1	1	1	1	0	1	1	1	0	2	1	1	1	0	0	0	2	1	1	2	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	2	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	1	2	0	0	2	0	3	0	1	1	0	0	0	1	1	1
OTU1285	3	0	3	2	8	2	3	2	2	2	4	23	4	2	9	9	1	2	14	11	0	0	2	4	0	2	1	1	3	1	4	1	2	0	0	3	1	0	0	3	1	1	1	0	1	0	2	3	1	1	2	3	1	3	3	2	0	1	0	1	3	7	0	0	0	0	4	2	2	3	1	1	1	2	11	1	1	2	4	4	0	0	2	0	0	3	1	0	3	1	0	2	1	0	1	1	0	1	0	3
OTU1287	4	1	2	2	2	1	3	3	0	2	1	2	0	1	7	4	0	2	4	3	1	0	1	3	2	1	0	0	4	0	1	0	0	2	0	0	0	4	0	1	1	5	3	1	4	7	0	1	1	0	0	3	2	8	0	0	8	2	6	3	5	2	0	1	0	7	3	7	3	3	6	5	7	1	3	2	0	0	5	7	0	1	6	0	0	1	3	3	2	0	1	0	1	2	2	1	0	1	5	5
OTU1288	3	0	1	1	4	0	5	1	1	1	1	2	0	4	5	4	0	5	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	2	0	2	0	1	0	0	1	0	0	3	2	0	0	0	1	0	0	0	2	0	0	0	0	1	0	1	0	0
OTU1289	0	2	1	0	2	0	2	0	0	3	2	0	0	1	0	2	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	3	1	1	0	0	0	1	1	3	0	1	1	1	0	0	0	0	2	0	0	0	0	1	2	0	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	1
