OTUID	T05C01	T05C02	T05C03	T05C04	T05C05	T05C06	T05C07	T05C08	T05C09	T05C10	T05C11	T05C12	T05C13	T05C14	T05C15	T05C16	T05C17	T05C18	T05C19	T05C20	T12C01	T12C02	T12C03	T12C04	T12C05	T12C06	T12C07	T12C08	T12C09	T12C10	T12C11	T12C12	T12C13	T12C14	T12C15	T12C16	T12C17	T12C18	T12C19	T12C20	T21C01	T21C02	T21C03	T21C04	T21C05	T21C06	T21C07	T21C08	T21C09	T21C10	T21C11	T21C12	T21C13	T21C14	T21C15	T21C16	T21C17	T21C18	T21C19	T21C20	T30C01	T30C02	T30C03	T30C04	T30C05	T30C06	T30C07	T30C08	T30C09	T30C10	T30C11	T30C12	T30C13	T30C14	T30C15	T30C16	T30C17	T30C18	T30C19	T30C20
OTU3311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	1	0	1	1	3	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	0	0	2	0	1	0	1	0	1	0	0	0	1	0	0	4	1	0	1	0	1	0	1	1	1	0	3	1	4	1	0	1	2	0	4
OTU3313	47	69	18	6	36	48	37	22	26	53	25	49	27	103	36	22	4	18	38	24	13	28	13	10	9	6	10	9	12	19	5	13	2	7	12	24	6	3	5	19	15	9	28	8	6	3	12	12	9	9	24	8	6	11	20	17	3	2	27	18	12	12	18	9	8	11	19	20	16	7	4	24	14	11	17	15	13	0	9	35
OTU3316	3	1	6	0	10	15	8	2	6	21	10	8	8	25	18	6	1	5	3	7	14	36	16	14	15	29	11	21	17	5	15	10	4	16	21	17	3	14	12	26	15	29	11	18	29	10	8	17	11	13	5	9	0	21	8	9	44	0	12	10	19	20	7	17	4	7	11	26	15	2	23	19	8	12	19	28	14	0	13	33
OTU3317	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
OTU3319	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	2	1	0	1	0	1	0	1	3	0	1	0
OTU3324	1	2	2	0	1	0	0	0	2	0	0	0	2	0	0	0	2	0	3	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	2	1	1	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0
OTU3333	0	0	0	2	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	2	1	0	1	0	0	1	1	1	3	3	0	2	0	0	1	2	0	0	1	0	2	3	0	1	1	1	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	4	0	4	1
OTU3336	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	3	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0
OTU3343	452	892	314	33	333	177	279	286	374	237	113	180	286	95	188	352	377	232	468	392	667	333	331	186	181	340	326	311	561	633	419	485	521	501	235	498	469	241	171	271	262	374	341	277	267	574	502	415	209	236	292	720	837	1056	384	1519	165	833	252	330	375	459	836	273	610	398	170	422	207	481	108	130	302	206	285	308	307	844	228	255
OTU3344	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	1	2	1	0	2	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	2	0
OTU3345	1	0	0	0	0	2	2	2	1	2	0	0	0	0	2	1	0	0	2	1	0	0	2	1	2	1	2	1	2	0	0	5	0	4	1	1	1	2	3	0	1	0	0	0	5	0	1	0	1	0	1	2	0	1	1	0	0	0	0	0	1	3	0	0	0	2	0	0	1	0	0	2	0	0	0	0	1	0	4	0
OTU3351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3354	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	9	6	1	9	1	5	6	3	2	4	7	2	3	6	3	0	1	9	4	3	9	2	6	8	2	3	5	7	17	0	1	0	8	4	1	6	0	9	4	3	2	2	12	3	2	20	4	3	3	7	8	1	3	6	3	8	0	9	15
OTU3355	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	2	1	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	4	1	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0
OTU3359	1	0	4	2	7	0	7	6	4	4	3	4	5	1	2	1	3	0	1	0	0	0	1	1	5	1	3	4	3	0	3	2	0	1	4	3	3	2	1	0	5	4	0	1	2	1	4	2	0	6	0	2	2	5	1	0	0	1	0	1	3	1	0	1	1	0	4	4	0	0	0	3	2	2	2	1	1	2	4	0
OTU3360	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	2	2	0	1	2	0	0	1	1	0	0	1	0	1	1	0	4	2	1	0	1	0	3	2	1	0	0	0	0	1	1	0	0	0	0	0	1	1	3	3	0	1	1	0	3	2	0	1	1	3	0	0	5	0	2	3
OTU3362	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	2	0	0	0	1	0	2	0	0	1	1	0	0	0	2	0	1	3	0	1	1	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0
OTU3366	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	1	1	0	0	0	0	0	1	0	1	0	2	1	0	0	3	0	1	1	1	0	2	1	0	0	1	1	1	0	0	1	1	0	0	2	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	2
